www_employers_ee.ela_617415.txt,2,3,3,2,2,2,,,,
reform_ee.ela_24983.txt,,,,,,,,,,
nami-nami_ee.ela_372868.txt,2,2,3,3,2,2,2,3,,
www_nami-nami_ee.ela_173054.txt,2,1,3,3,2,3,3,,,
www_mesindus_ee.ela_33384.txt,2,3,,,,,,,,
www_lounaleht_ee.ela_576969.txt,2,,,,,,,,,
www_vm_ee.ela_81604.txt,3,3,3,2,1,2,,,,
www_mulje_ee.ela_177932.txt,2,2,2,,,,,,,
et_wikipedia_org.ela_519819.txt,2,3,2,1,,,,,,
www_jeesusekristusekirik_ee.ela_65555.txt,1,1,2,1,,,,,,
www_kv_ee.ela_199481.txt,3,3,3,3,3,2,3,3,,
www_admiralmarkets_ee.ela_456804.txt,3,2,3,2,1,2,2,1,2,3
ekspress_online_2020.txt,1,,,,,,,,,
www_meiekirik_ee.ela_286284.txt,,,,,,,,,,
www_helen_ee.ela_520035.txt,1,3,3,3,2,2,2,1,,
arvamusaed_ee.ela_274676.txt,1,,,,,,,,,
uudised_err_ee.ela_541051.txt,1,2,2,2,,,,,,
kalah_zzz_ee.ela_73709.txt,2,2,1,2,,,,,,
www_mod_gov_ee.ela_178680.txt,2,3,2,2,,,,,,
no_spam_ee.ela_2227.txt,3,3,3,2,3,2,2,1,2,3
www_lillelapsed_ee.ela_607751.txt,2,,,,,,,,,
valitsus_ee.ela_132104.txt,3,3,3,3,2,,,,,
www_naisteleht_ee.ela_355886.txt,,,,,,,,,,
www_sirp_ee.ela_651305.txt,1,2,3,2,2,2,3,,,
www_alphagis_ee.ela_403490.txt,3,3,3,3,2,3,2,3,3,
forte_delfi_ee.ela_222312.txt,2,3,,,,,,,,
uuseesti_ee.ela_112397.txt,2,2,2,1,3,,,,,
www_admiralmarkets_ee.ela_333517.txt,2,2,3,2,2,2,2,2,3,
www_easl_ee.ela_201171.txt,2,3,3,1,2,1,2,3,,
www_vorumaateataja_ee.ela_241120.txt,1,2,,,,,,,,
www_hambaarst_ee.ela_423040.txt,3,3,3,3,3,2,,,,
www_eestigiid_ee.ela_530847.txt,3,3,2,3,3,3,3,3,,
www_ekspress_ee.ela_495829.txt,2,2,3,1,2,2,,,,
www_syndikaat_ee.ela_469373.txt,1,2,,,,,,,,
static_inimene_ee.ela_194968.txt,2,2,3,1,2,,,,,
kaja_ekstreem_ee.ela_71641.txt,2,2,2,2,3,2,,,,
www_europarl_ee.ela_36110.txt,3,,,,,,,,,
et_wikipedia_org.ela_624820.txt,2,1,3,2,2,2,2,1,3,
arvamus_postimees_ee.ela_5946.txt,2,2,1,3,,,,,,
www_le_ee.ela_240831.txt,2,2,3,2,2,2,3,,,
valitsus_ee.ela_480708.txt,2,1,2,2,,,,,,
www_dragon_ee.ela_303548.txt,1,2,2,2,,,,,,
www_tuuleenergia_ee.ela_40373.txt,2,2,2,1,2,1,,,,
www_epl_ee.ela_685672.txt,2,2,2,2,3,2,,,,
rahvahaal_delfi_ee.ela_135048.txt,2,,,,,,,,,
www_epl_ee.ela_495381.txt,3,2,3,2,2,2,3,1,3,3
www_maaleht_ee.ela_246360.txt,,,,,,,,,,
www_autoleht_ee.ela_469280.txt,3,2,3,2,3,2,3,3,3,3
toompark_pri_ee.ela_458650.txt,1,,,,,,,,,
www_reklaamitrikk_ee.ela_315713.txt,3,1,3,2,2,2,,,,
www_med24_ee.ela_557549.txt,3,2,,,,,,,,
www_tooelu_ee.ela_624263.txt,2,2,3,2,1,3,,,,
untitled.txt,1,,,,,,,,,
www_snap_ee.ela_623342.txt,3,3,3,2,3,2,3,1,2,3
www_tallegg_ee.ela_33687.txt,3,2,2,3,,,,,,
www_xn--eestimngula-q8a_ee.ela_40079.txt,3,3,2,3,2,2,2,,,
mesindus_ee.ela_210638.txt,2,,,,,,,,,
www_nami-nami_ee.ela_456341.txt,2,2,2,,,,,,,
www_post_ee.ela_149870.txt,1,3,3,3,,,,,,
www_delfi_ee.ela_361703.txt,1,,,,,,,,,
www_ajakiri_ut_ee.ela_429007.txt,1,2,2,1,,,,,,
et_wikipedia_org.ela_467359.txt,1,,,,,,,,,
